order_id,ecom_customer_id,order_date,order_total,order_status
ORD-100041,EC-00012,2026-07-19T00:00:00Z,598.0,Cancelled
ORD-100042,EC-00012,2026-03-26T00:00:00Z,299.0,Completed
ORD-100043,EC-00013,2025-10-27T00:00:00Z,299.0,Completed
ORD-100044,EC-00013,2025-03-05T00:00:00Z,299.0,Returned
ORD-100045,EC-00014,2026-02-14T00:00:00Z,159.0,Completed
ORD-100046,EC-00015,2025-03-09T00:00:00Z,219.0,Completed
ORD-100047,EC-00015,2025-04-06T00:00:00Z,219.0,Completed
ORD-100048,EC-00015,2026-01-04T00:00:00Z,349.0,Completed
ORD-100049,EC-00016,2025-05-23T00:00:00Z,318.0,Completed
ORD-100050,EC-00016,2026-06-07T00:00:00Z,816.0,Completed
ORD-100051,EC-00016,2024-12-15T00:00:00Z,648.0,Completed
ORD-100052,EC-00017,2026-05-30T00:00:00Z,538.0,Completed
ORD-100053,EC-00018,2026-04-19T00:00:00Z,349.0,Completed
ORD-100054,EC-00019,2025-06-14T00:00:00Z,806.0,Completed
ORD-100055,EC-00020,2025-03-25T00:00:00Z,1047.0,Completed
ORD-100056,EC-00020,2025-11-01T00:00:00Z,219.0,Completed
ORD-100057,EC-00021,2026-07-21T00:00:00Z,817.0,Completed
ORD-100058,EC-00022,2026-02-26T00:00:00Z,598.0,Completed
ORD-100059,EC-00023,2026-06-17T00:00:00Z,299.0,Completed
ORD-100060,EC-00024,2024-11-24T00:00:00Z,189.0,Returned
ORD-100061,EC-00025,2025-01-26T00:00:00Z,698.0,Completed
ORD-100062,EC-00025,2024-09-21T00:00:00Z,219.0,Completed
ORD-100063,EC-00025,2025-11-08T00:00:00Z,219.0,Completed
ORD-100064,EC-00025,2026-04-18T00:00:00Z,159.0,Returned
ORD-100065,EC-00025,2024-10-02T00:00:00Z,538.0,Completed
ORD-100066,EC-00025,2026-04-17T00:00:00Z,159.0,Completed
ORD-100067,EC-00025,2026-02-08T00:00:00Z,189.0,Completed
ORD-100068,EC-00025,2025-04-13T00:00:00Z,349.0,Completed
ORD-100069,EC-00026,2024-12-03T00:00:00Z,189.0,Completed
ORD-100070,EC-00026,2026-04-16T00:00:00Z,219.27,Completed
ORD-100071,EC-00026,2024-12-09T00:00:00Z,947.0,Returned
ORD-100072,EC-00027,2025-11-07T00:00:00Z,438.0,Completed
ORD-100073,EC-00027,2024-11-25T00:00:00Z,348.0,Completed
ORD-100074,EC-00027,2025-12-02T00:00:00Z,189.0,Completed
ORD-100075,EC-00027,2024-08-01T00:00:00Z,299.0,Completed
ORD-100076,EC-00027,2025-10-06T00:00:00Z,887.0,Completed
ORD-100077,EC-00028,2026-07-02T00:00:00Z,219.0,Completed
ORD-100078,EC-00028,2025-08-19T00:00:00Z,698.0,Cancelled
ORD-100079,EC-00029,2025-09-03T00:00:00Z,299.0,Completed
ORD-100080,EC-00030,2024-10-31T00:00:00Z,757.0,Completed
ORD-100081,EC-00031,2026-05-25T00:00:00Z,299.0,Cancelled
ORD-100082,EC-00032,2025-01-17T00:00:00Z,946.0,Completed
ORD-100083,EC-00032,2026-04-16T00:00:00Z,189.0,Completed
ORD-100084,EC-00033,2026-03-25T00:00:00Z,378.0,Completed
ORD-100085,EC-00033,2024-12-02T00:00:00Z,378.0,Completed
ORD-100086,EC-00033,2025-06-07T00:00:00Z,349.0,Cancelled
ORD-100087,EC-00033,2026-05-18T00:00:00Z,677.0,Completed
ORD-100088,EC-00033,2025-01-18T00:00:00Z,698.0,Completed
ORD-100089,EC-00034,2024-08-07T00:00:00Z,349.0,Returned
ORD-100090,EC-00035,2025-08-09T00:00:00Z,159.0,Completed
ORD-100091,EC-00035,2025-08-01T00:00:00Z,219.0,Completed
ORD-100092,EC-00035,2025-04-15T00:00:00Z,189.0,Completed
ORD-100093,EC-00035,2025-02-20T00:00:00Z,886.0,Completed
ORD-100094,EC-00036,2026-02-18T00:00:00Z,299.0,Completed
ORD-100095,EC-00037,2026-04-13T00:00:00Z,189.0,Returned
ORD-100096,EC-00038,2025-09-15T00:00:00Z,159.0,Completed
ORD-100097,EC-00039,2024-10-25T00:00:00Z,518.0,Completed
ORD-100098,EC-00039,2026-04-26T00:00:00Z,189.0,Cancelled
ORD-100099,EC-00039,2024-10-21T00:00:00Z,299.0,Completed
ORD-100100,EC-00039,2025-09-17T00:00:00Z,299.0,Completed
ORD-100101,EC-00039,2024-10-14T00:00:00Z,1315.0,Completed
ORD-100102,EC-00039,2025-12-16T00:00:00Z,189.0,Completed
ORD-100103,EC-00039,2024-09-05T00:00:00Z,726.0,Completed
ORD-100104,EC-00039,2026-04-22T00:00:00Z,1164.8,Completed
ORD-100105,EC-00040,2025-12-29T00:00:00Z,349.0,Completed
ORD-100106,EC-00040,2025-11-30T00:00:00Z,817.0,Completed
ORD-100107,EC-00040,2025-06-13T00:00:00Z,508.0,Completed
ORD-100108,EC-00040,2024-08-29T00:00:00Z,597.0,Completed
ORD-100109,EC-00040,2025-09-25T00:00:00Z,438.0,Cancelled
ORD-100110,EC-00040,2024-12-09T00:00:00Z,349.0,Completed
ORD-100111,EC-00041,2026-01-09T00:00:00Z,677.0,Completed
ORD-100112,EC-00041,2026-02-17T00:00:00Z,219.0,Completed
ORD-100113,EC-00042,2026-02-10T00:00:00Z,349.0,Completed
ORD-100114,EC-00042,2025-02-18T00:00:00Z,159.0,Completed
ORD-100115,EC-00042,2026-01-17T00:00:00Z,189.0,Completed
ORD-100116,EC-00043,2025-10-09T00:00:00Z,159.0,Completed
ORD-100117,EC-00043,2024-12-01T00:00:00Z,567.0,Completed
ORD-100118,EC-00043,2024-10-22T00:00:00Z,219.0,Completed
ORD-100119,EC-00043,2025-10-31T00:00:00Z,189.0,Completed
ORD-100120,EC-00043,2025-07-10T00:00:00Z,568.0,Completed
ORD-100121,EC-00044,2026-02-13T00:00:00Z,648.0,Completed
ORD-100122,EC-00045,2025-02-15T00:00:00Z,648.0,Cancelled
ORD-100123,EC-00045,2025-01-22T00:00:00Z,219.0,Completed
ORD-100124,EC-00045,2025-08-06T00:00:00Z,408.0,Cancelled
ORD-100125,EC-00046,2024-12-30T00:00:00Z,219.0,Returned
ORD-100126,EC-00047,2025-04-18T00:00:00Z,219.0,Completed
ORD-100127,EC-00047,2025-02-08T00:00:00Z,318.0,Returned
ORD-100128,EC-00048,2026-02-18T00:00:00Z,219.0,Completed
ORD-100129,EC-00048,2026-02-14T00:00:00Z,382.65,Completed
ORD-100130,EC-00048,2026-02-26T00:00:00Z,483.66,Completed
ORD-100131,EC-00048,2025-06-08T00:00:00Z,757.0,Completed
ORD-100132,EC-00048,2026-01-28T00:00:00Z,219.0,Completed
ORD-100133,EC-00048,2025-04-30T00:00:00Z,349.0,Completed
ORD-100134,EC-00048,2025-11-25T00:00:00Z,219.0,Completed
ORD-100135,EC-00049,2025-04-28T00:00:00Z,567.0,Completed
ORD-100136,EC-00049,2025-02-22T00:00:00Z,458.0,Completed
ORD-100137,EC-00050,2025-10-31T00:00:00Z,488.0,Cancelled
ORD-100138,EC-00051,2025-10-03T00:00:00Z,159.0,Completed
ORD-100139,EC-00051,2025-09-26T00:00:00Z,189.0,Completed
ORD-100140,EC-00051,2025-09-03T00:00:00Z,408.0,Completed
ORD-100141,EC-00052,2026-04-06T00:00:00Z,1206.0,Completed
ORD-100142,EC-00053,2025-08-05T00:00:00Z,159.0,Completed
ORD-100143,EC-00053,2025-06-26T00:00:00Z,756.0,Completed
ORD-100144,EC-00054,2025-06-15T00:00:00Z,219.0,Completed
ORD-100145,EC-00054,2024-08-11T00:00:00Z,299.0,Completed
ORD-100146,EC-00054,2026-05-17T00:00:00Z,349.0,Completed
ORD-100147,EC-00055,2026-06-28T00:00:00Z,189.0,Completed
ORD-100148,EC-00055,2025-03-03T00:00:00Z,349.0,Completed
ORD-100149,EC-00056,2026-01-09T00:00:00Z,438.0,Completed
ORD-100150,EC-00057,2026-03-26T00:00:00Z,698.0,Completed
ORD-100151,EC-00057,2024-10-08T00:00:00Z,408.0,Returned
ORD-100152,EC-00058,2025-02-05T00:00:00Z,189.0,Completed
ORD-100153,EC-00058,2025-12-07T00:00:00Z,508.0,Completed
ORD-100154,EC-00058,2025-09-07T00:00:00Z,349.0,Cancelled
ORD-100155,EC-00058,2025-10-20T00:00:00Z,507.0,Completed
ORD-100156,EC-00058,2025-06-03T00:00:00Z,159.0,Completed
ORD-100157,EC-00059,2025-07-14T00:00:00Z,219.0,Completed
ORD-100158,EC-00059,2025-09-09T00:00:00Z,568.0,Completed
ORD-100159,EC-00059,2025-03-03T00:00:00Z,677.0,Cancelled
ORD-100160,EC-00059,2025-01-19T00:00:00Z,318.0,Completed
ORD-100161,EC-00059,2026-03-21T00:00:00Z,408.0,Returned
ORD-100162,EC-00060,2026-04-19T00:00:00Z,836.0,Returned
ORD-100163,EC-00060,2025-06-29T00:00:00Z,408.0,Completed
ORD-100164,EC-00061,2026-04-13T00:00:00Z,488.0,Completed
ORD-100165,EC-00061,2026-03-16T00:00:00Z,318.0,Returned
ORD-100166,EC-00061,2025-03-23T00:00:00Z,318.0,Completed
ORD-100167,EC-00062,2025-12-08T00:00:00Z,318.0,Completed
ORD-100168,EC-00062,2024-10-25T00:00:00Z,159.0,Completed
ORD-100169,EC-00062,2026-02-26T00:00:00Z,189.0,Completed
ORD-100170,EC-00062,2025-10-01T00:00:00Z,568.0,Completed
ORD-100171,EC-00062,2025-06-19T00:00:00Z,916.0,Cancelled
ORD-100172,EC-00063,2025-03-15T00:00:00Z,318.0,Completed
ORD-100173,EC-00063,2024-09-16T00:00:00Z,438.0,Completed
ORD-100174,EC-00063,2026-02-11T00:00:00Z,219.0,Completed
ORD-100175,EC-00064,2024-10-28T00:00:00Z,737.0,Completed
ORD-100176,EC-00064,2024-08-05T00:00:00Z,299.0,Completed
ORD-100177,EC-00065,2025-03-21T00:00:00Z,648.0,Cancelled
ORD-100178,EC-00065,2025-10-03T00:00:00Z,189.0,Completed
ORD-100179,EC-00065,2025-07-20T00:00:00Z,378.0,Completed
ORD-100180,EC-00065,2025-11-18T00:00:00Z,1545.0,Completed
ORD-100181,EC-00065,2025-06-05T00:00:00Z,299.0,Completed
ORD-100182,EC-00065,2026-03-09T00:00:00Z,353.28,Completed
ORD-100183,EC-00065,2025-03-25T00:00:00Z,698.0,Completed
ORD-100184,EC-00065,2025-02-01T00:00:00Z,159.0,Cancelled
ORD-100185,EC-00066,2025-08-31T00:00:00Z,299.0,Returned
ORD-100186,EC-00066,2026-03-13T00:00:00Z,488.0,Returned
ORD-100187,EC-00066,2025-04-23T00:00:00Z,189.0,Completed
ORD-100188,EC-00066,2025-05-19T00:00:00Z,349.0,Completed
ORD-100189,EC-00066,2025-12-14T00:00:00Z,159.0,Returned
ORD-100190,EC-00066,2025-04-13T00:00:00Z,917.0,Completed
ORD-100191,EC-00067,2025-08-08T00:00:00Z,507.0,Completed
ORD-100192,EC-00068,2024-12-04T00:00:00Z,857.0,Completed
ORD-100193,EC-00068,2026-03-25T00:00:00Z,518.0,Completed
ORD-100194,EC-00069,2026-03-19T00:00:00Z,837.0,Cancelled
ORD-100195,EC-00069,2025-11-22T00:00:00Z,857.0,Completed
ORD-100196,EC-00069,2024-10-07T00:00:00Z,926.0,Completed
ORD-100197,EC-00069,2025-02-10T00:00:00Z,727.0,Completed
ORD-100198,EC-00069,2024-09-13T00:00:00Z,159.0,Completed
ORD-100199,EC-00069,2024-11-25T00:00:00Z,159.0,Completed
ORD-100200,EC-00069,2025-12-04T00:00:00Z,299.0,Cancelled
ORD-100201,EC-00070,2025-02-14T00:00:00Z,189.0,Completed
ORD-100202,EC-00071,2024-10-22T00:00:00Z,299.0,Completed
ORD-100203,EC-00071,2025-06-24T00:00:00Z,806.0,Completed
ORD-100204,EC-00071,2025-01-18T00:00:00Z,349.0,Completed
ORD-100205,EC-00071,2024-12-08T00:00:00Z,159.0,Completed
ORD-100206,EC-00071,2024-11-25T00:00:00Z,219.0,Completed
ORD-100207,EC-00072,2026-05-07T00:00:00Z,299.0,Completed
ORD-100208,EC-00072,2025-12-21T00:00:00Z,488.0,Completed
ORD-100209,EC-00073,2024-09-16T00:00:00Z,299.0,Completed
ORD-100210,EC-00073,2025-03-31T00:00:00Z,378.0,Completed
ORD-100211,EC-00074,2025-12-15T00:00:00Z,857.0,Completed
ORD-100212,EC-00075,2025-06-01T00:00:00Z,349.0,Completed
ORD-100213,EC-00075,2026-05-08T00:00:00Z,538.0,Returned
ORD-100214,EC-00075,2025-03-20T00:00:00Z,159.0,Completed
ORD-100215,EC-00076,2024-11-13T00:00:00Z,189.0,Completed
ORD-100216,EC-00077,2026-07-10T00:00:00Z,378.0,Returned
ORD-100217,EC-00077,2025-02-26T00:00:00Z,299.0,Completed
ORD-100218,EC-00078,2025-07-28T00:00:00Z,159.0,Completed
ORD-100219,EC-00079,2024-09-04T00:00:00Z,189.0,Completed
ORD-100220,EC-00079,2025-04-09T00:00:00Z,537.0,Completed
ORD-100221,EC-00079,2025-07-18T00:00:00Z,318.0,Completed
ORD-100222,EC-00080,2026-03-14T00:00:00Z,159.0,Completed
ORD-100223,EC-00081,2025-06-16T00:00:00Z,438.0,Completed
ORD-100224,EC-00081,2025-10-24T00:00:00Z,189.0,Completed
ORD-100225,EC-00081,2025-04-24T00:00:00Z,458.0,Completed
ORD-100226,EC-00081,2024-09-19T00:00:00Z,378.0,Completed
ORD-100227,EC-00081,2025-11-15T00:00:00Z,159.0,Completed
ORD-100228,EC-00081,2025-01-30T00:00:00Z,837.0,Completed
ORD-100229,EC-00081,2025-06-08T00:00:00Z,219.0,Completed
ORD-100230,EC-00082,2024-09-17T00:00:00Z,488.0,Returned
ORD-100231,EC-00083,2026-02-04T00:00:00Z,349.0,Completed
ORD-100232,EC-00083,2024-09-10T00:00:00Z,219.0,Cancelled
ORD-100233,EC-00084,2025-05-03T00:00:00Z,598.0,Completed
ORD-100234,EC-00084,2026-02-01T00:00:00Z,737.0,Completed
ORD-100235,EC-00084,2025-06-29T00:00:00Z,299.0,Completed
ORD-100236,EC-00084,2025-03-20T00:00:00Z,378.0,Completed
ORD-100237,EC-00084,2024-10-04T00:00:00Z,477.0,Cancelled
ORD-100238,EC-00084,2026-03-30T00:00:00Z,378.0,Completed
ORD-100239,EC-00085,2024-10-16T00:00:00Z,458.0,Returned
ORD-100240,EC-00085,2026-01-16T00:00:00Z,568.0,Completed
ORD-100241,EC-00085,2025-02-26T00:00:00Z,648.0,Completed
ORD-100242,EC-00086,2025-02-15T00:00:00Z,349.0,Completed
ORD-100243,EC-00086,2025-04-18T00:00:00Z,537.0,Completed
ORD-100244,EC-00087,2026-02-12T00:00:00Z,189.0,Completed
ORD-100245,EC-00087,2025-08-02T00:00:00Z,299.0,Completed
ORD-100246,EC-00088,2024-09-19T00:00:00Z,299.0,Completed
ORD-100247,EC-00088,2024-12-08T00:00:00Z,707.0,Cancelled
ORD-100248,EC-00089,2024-12-24T00:00:00Z,299.0,Cancelled
ORD-100249,EC-00090,2025-07-07T00:00:00Z,189.0,Completed
ORD-100250,EC-00090,2026-04-16T00:00:00Z,318.0,Returned
ORD-100251,EC-00091,2025-12-18T00:00:00Z,438.0,Completed
ORD-100252,EC-00091,2025-04-18T00:00:00Z,189.0,Completed
ORD-100253,EC-00091,2025-04-18T00:00:00Z,189.0,Completed
ORD-100254,EC-00091,2025-11-28T00:00:00Z,538.0,Completed
ORD-100255,EC-00091,2024-10-04T00:00:00Z,598.0,Completed
ORD-100256,EC-00091,2025-03-31T00:00:00Z,189.0,Completed
ORD-100257,EC-00092,2024-09-02T00:00:00Z,219.0,Completed
ORD-100258,EC-00092,2024-08-25T00:00:00Z,219.0,Completed
ORD-100259,EC-00092,2026-04-07T00:00:00Z,219.0,Completed
ORD-100260,EC-00092,2024-11-08T00:00:00Z,219.0,Completed
ORD-100261,EC-00092,2026-03-17T00:00:00Z,189.0,Completed
ORD-100262,EC-00092,2026-03-09T00:00:00Z,159.0,Completed
ORD-100263,EC-00093,2025-11-18T00:00:00Z,189.0,Completed
ORD-100264,EC-00093,2025-05-09T00:00:00Z,956.0,Completed
ORD-100265,EC-00093,2026-02-12T00:00:00Z,797.46,Completed
ORD-100266,EC-00094,2025-03-15T00:00:00Z,219.0,Completed
ORD-100267,EC-00094,2026-04-24T00:00:00Z,219.0,Completed
ORD-100268,EC-00095,2025-11-11T00:00:00Z,378.0,Completed
ORD-100269,EC-00095,2025-02-06T00:00:00Z,698.0,Completed
ORD-100270,EC-00096,2026-02-20T00:00:00Z,219.0,Completed
ORD-100271,EC-00096,2025-06-27T00:00:00Z,213.48,Returned
ORD-100272,EC-00096,2026-02-23T00:00:00Z,159.0,Completed
ORD-100273,EC-00096,2025-04-20T00:00:00Z,189.0,Completed
ORD-100274,EC-00096,2025-06-25T00:00:00Z,299.0,Completed
ORD-100275,EC-00097,2026-07-12T00:00:00Z,189.0,Completed
ORD-100276,EC-00097,2024-12-06T00:00:00Z,159.0,Returned
ORD-100277,EC-00097,2026-05-14T00:00:00Z,458.0,Cancelled
ORD-100278,EC-00098,2025-04-06T00:00:00Z,318.0,Completed
ORD-100279,EC-00098,2026-02-09T00:00:00Z,698.0,Completed
ORD-100280,EC-00099,2025-07-04T00:00:00Z,947.0,Returned
ORD-100281,EC-00099,2025-09-01T00:00:00Z,349.0,Completed
ORD-100282,EC-00099,2025-10-14T00:00:00Z,667.0,Completed
ORD-100283,EC-00099,2025-09-07T00:00:00Z,219.0,Completed
ORD-100284,EC-00099,2025-08-04T00:00:00Z,727.0,Completed
ORD-100285,EC-00100,2025-10-18T00:00:00Z,677.0,Completed
ORD-100286,EC-00101,2025-09-06T00:00:00Z,159.0,Completed
ORD-100287,EC-00101,2025-08-09T00:00:00Z,219.0,Cancelled
ORD-100288,EC-00102,2025-10-27T00:00:00Z,378.0,Completed
ORD-100289,EC-00102,2024-09-04T00:00:00Z,348.0,Cancelled
ORD-100290,EC-00102,2026-05-18T00:00:00Z,538.0,Completed
ORD-100291,EC-00103,2024-11-25T00:00:00Z,219.0,Completed
ORD-100292,EC-00103,2026-01-11T00:00:00Z,299.0,Completed
ORD-100293,EC-00103,2025-07-07T00:00:00Z,189.0,Completed
ORD-100294,EC-00103,2025-10-30T00:00:00Z,349.0,Completed
ORD-100295,EC-00103,2025-12-19T00:00:00Z,349.0,Completed
ORD-100296,EC-00103,2025-02-23T00:00:00Z,378.0,Cancelled
ORD-100297,EC-00103,2025-06-25T00:00:00Z,349.0,Cancelled
ORD-100298,EC-00104,2025-11-10T00:00:00Z,458.0,Completed
ORD-100299,EC-00104,2025-09-11T00:00:00Z,189.0,Completed
ORD-100300,EC-00104,2025-05-23T00:00:00Z,159.0,Completed
ORD-100301,EC-00104,2025-04-14T00:00:00Z,698.0,Completed
ORD-100302,EC-00104,2024-08-14T00:00:00Z,349.0,Completed
ORD-100303,EC-00104,2026-07-18T00:00:00Z,997.0,Completed
ORD-100304,EC-00104,2026-07-01T00:00:00Z,378.0,Returned
ORD-100305,EC-00105,2025-03-01T00:00:00Z,159.0,Completed
ORD-100306,EC-00106,2025-10-06T00:00:00Z,598.0,Completed
ORD-100307,EC-00107,2024-12-23T00:00:00Z,189.0,Completed
ORD-100308,EC-00107,2026-03-30T00:00:00Z,219.0,Completed
ORD-100309,EC-00108,2025-08-02T00:00:00Z,219.0,Completed
ORD-100310,EC-00109,2026-01-12T00:00:00Z,727.0,Completed
ORD-100311,EC-00109,2025-04-13T00:00:00Z,349.0,Completed
ORD-100312,EC-00109,2025-02-27T00:00:00Z,219.0,Completed
ORD-100313,EC-00109,2024-09-03T00:00:00Z,349.0,Completed
ORD-100314,EC-00109,2026-06-14T00:00:00Z,598.0,Completed
ORD-100315,EC-00109,2024-10-12T00:00:00Z,627.0,Completed
ORD-100316,EC-00109,2025-05-10T00:00:00Z,219.0,Completed
ORD-100317,EC-00109,2025-12-08T00:00:00Z,1016.0,Returned
ORD-100318,EC-00110,2025-10-02T00:00:00Z,299.0,Cancelled
ORD-100319,EC-00111,2025-09-20T00:00:00Z,219.0,Completed
ORD-100320,EC-00112,2026-01-02T00:00:00Z,508.0,Completed
ORD-100321,EC-00112,2025-03-01T00:00:00Z,349.0,Completed
ORD-100322,EC-00113,2024-11-02T00:00:00Z,205.81,Completed
ORD-100323,EC-00114,2026-01-21T00:00:00Z,159.0,Completed
ORD-100324,EC-00114,2025-10-27T00:00:00Z,698.0,Completed
ORD-100325,EC-00115,2025-09-16T00:00:00Z,458.0,Completed
ORD-100326,EC-00115,2025-08-04T00:00:00Z,1141.1,Completed
ORD-100327,EC-00115,2025-02-01T00:00:00Z,568.0,Completed
ORD-100328,EC-00115,2025-05-22T00:00:00Z,348.0,Completed
ORD-100329,EC-00115,2025-07-26T00:00:00Z,219.0,Completed
ORD-100330,EC-00115,2024-11-22T00:00:00Z,189.0,Completed
ORD-100331,EC-00116,2026-04-05T00:00:00Z,219.0,Completed
ORD-100332,EC-00116,2024-08-02T00:00:00Z,299.0,Completed
ORD-100333,EC-00116,2026-01-13T00:00:00Z,349.0,Completed
ORD-100334,EC-00116,2024-09-08T00:00:00Z,348.0,Completed
ORD-100335,EC-00117,2025-12-01T00:00:00Z,378.0,Completed
ORD-100336,EC-00117,2024-10-05T00:00:00Z,378.0,Completed
ORD-100337,EC-00117,2025-08-23T00:00:00Z,378.0,Completed
ORD-100338,EC-00117,2024-09-03T00:00:00Z,299.0,Cancelled
ORD-100339,EC-00118,2026-02-10T00:00:00Z,727.0,Completed
ORD-100340,EC-00118,2026-02-22T00:00:00Z,567.0,Completed
ORD-100341,EC-00119,2024-12-22T00:00:00Z,299.0,Cancelled
ORD-100342,EC-00120,2026-04-06T00:00:00Z,349.0,Completed
ORD-100343,EC-00121,2024-12-27T00:00:00Z,219.0,Completed
ORD-100344,EC-00122,2025-12-01T00:00:00Z,318.0,Completed
ORD-100345,EC-00122,2025-03-27T00:00:00Z,856.0,Completed
ORD-100346,EC-00123,2025-06-21T00:00:00Z,299.0,Completed
ORD-100347,EC-00123,2025-11-16T00:00:00Z,568.0,Completed
ORD-100348,EC-00124,2025-05-19T00:00:00Z,159.0,Completed
ORD-100349,EC-00124,2025-09-20T00:00:00Z,299.0,Completed
ORD-100350,EC-00124,2025-11-24T00:00:00Z,299.0,Completed
ORD-100351,EC-00125,2025-07-02T00:00:00Z,219.0,Completed
ORD-100352,EC-00126,2025-10-26T00:00:00Z,438.0,Completed
ORD-100353,EC-00126,2024-11-26T00:00:00Z,378.0,Completed
ORD-100354,EC-00126,2025-05-29T00:00:00Z,159.0,Completed
ORD-100355,EC-00126,2025-11-01T00:00:00Z,349.0,Completed
ORD-100356,EC-00126,2025-12-16T00:00:00Z,219.0,Completed
ORD-100357,EC-00127,2025-02-10T00:00:00Z,478.36,Completed
ORD-100358,EC-00128,2026-04-03T00:00:00Z,677.0,Completed
ORD-100359,EC-00128,2025-01-29T00:00:00Z,867.0,Completed
ORD-100360,EC-00128,2025-01-31T00:00:00Z,597.0,Completed
ORD-100361,EC-00128,2025-03-21T00:00:00Z,189.0,Cancelled
ORD-100362,EC-00129,2025-12-16T00:00:00Z,568.0,Returned
ORD-100363,EC-00130,2024-12-05T00:00:00Z,189.0,Completed
ORD-100364,EC-00131,2025-03-27T00:00:00Z,159.0,Completed
ORD-100365,EC-00131,2025-03-19T00:00:00Z,538.0,Completed
ORD-100366,EC-00131,2025-10-05T00:00:00Z,219.0,Completed
ORD-100367,EC-00132,2026-05-18T00:00:00Z,648.0,Completed
ORD-100368,EC-00132,2025-01-17T00:00:00Z,598.0,Completed
ORD-100369,EC-00132,2025-06-14T00:00:00Z,598.0,Completed
ORD-100370,EC-00133,2025-02-12T00:00:00Z,219.0,Returned
ORD-100371,EC-00133,2025-05-02T00:00:00Z,189.0,Completed
ORD-100372,EC-00134,2026-07-04T00:00:00Z,299.0,Completed
ORD-100373,EC-00134,2024-10-07T00:00:00Z,159.0,Completed
ORD-100374,EC-00135,2026-04-25T00:00:00Z,554.06,Completed
ORD-100375,EC-00135,2024-09-14T00:00:00Z,189.0,Completed
ORD-100376,EC-00136,2025-05-21T00:00:00Z,219.0,Completed
ORD-100377,EC-00136,2025-01-02T00:00:00Z,393.15,Completed
ORD-100378,EC-00136,2025-07-27T00:00:00Z,189.0,Completed
ORD-100379,EC-00137,2026-01-16T00:00:00Z,568.0,Completed
ORD-100380,EC-00137,2024-09-08T00:00:00Z,219.0,Completed
ORD-100381,EC-00137,2026-07-11T00:00:00Z,698.0,Completed
ORD-100382,EC-00138,2026-01-26T00:00:00Z,299.0,Completed
ORD-100383,EC-00138,2025-10-11T00:00:00Z,349.0,Completed
ORD-100384,EC-00138,2025-06-13T00:00:00Z,299.0,Completed
ORD-100385,EC-00139,2024-08-14T00:00:00Z,757.0,Completed
